Input, Output, y_pred, diff, diff.power
6.929999828338623,1.694000005722046,6.945940017700195,5.25193977355957,27.58287138509695
4.168000221252441,1.5729999542236328,4.503162860870361,2.9301629066467285,8.585854659488405
9.779000282287598,3.365999937057495,9.465662002563477,6.099661827087402,37.20587440482723
6.182000160217285,2.5959999561309814,6.284391403198242,3.6883914470672607,13.604231466798922
7.590000152587891,2.5299999713897705,7.529659271240234,4.999659538269043,24.99659549860462
2.1670000553131104,1.2209999561309814,2.733431577682495,1.5124316215515137,2.287449409868941
7.041999816894531,2.8269999027252197,7.044995307922363,4.217995643615723,17.791487249561214
10.791000366210938,3.4649999141693115,10.360698699951172,6.895698547363281,47.55065845610807
5.313000202178955,1.649999976158142,5.515827655792236,3.8658275604248047,14.944622726939997
7.997000217437744,2.9040000438690186,7.889619827270508,4.98561954498291,24.8564022473156
5.6539998054504395,2.4200000762939453,5.817415714263916,3.3974156379699707,11.542433017122903
9.270000457763672,2.940000057220459,9.015491485595703,6.075491428375244,36.911596096261064
3.0999999046325684,1.2999999523162842,3.558598518371582,2.258598566055298,5.101267482587048
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,3.406357765197754,1.706357717514038,2.911656660119718
4.400000095367432,2.759999990463257,4.274003028869629,1.514003038406372,2.2922052003037265
5.5,2.0899999141693115,5.1416473388671875,3.051647424697876,9.312552004665179
6.710000038146973,3.190000057220459,6.096056938171387,2.9060568809509277,8.445166595322235
6.929999828338623,1.694000005722046,6.269585609436035,4.57558536529541,20.935981435105532
4.168000221252441,1.5729999542236328,4.09100866317749,2.5180087089538574,6.340367858367472
9.779000282287598,3.365999937057495,8.516786575317383,5.150786399841309,26.53060053679019
6.182000160217285,2.5959999561309814,5.679587364196777,3.083587408065796,9.508511303181933
7.590000152587891,2.5299999713897705,6.790173053741455,4.2601728439331055,18.149072660185084
2.1670000553131104,1.2209999561309814,2.512683629989624,1.2916836738586426,1.6684467133129601
7.041999816894531,2.8269999027252197,6.3579277992248535,3.530927896499634,12.467451810279329
10.791000366210938,3.4649999141693115,9.315019607543945,5.850019454956055,34.222727623364335
5.313000202178955,1.649999976158142,4.994148254394531,3.3441481590270996,11.18332690952434
7.997000217437744,2.9040000438690186,7.111201763153076,4.207201957702637,17.7005483128969
5.6539998054504395,2.4200000762939453,5.263117790222168,2.8431177139282227,8.083318335252443
9.270000457763672,2.940000057220459,8.115303993225098,5.175303936004639,26.783770830025105
3.0999999046325684,1.2999999523162842,3.2486040592193604,1.9486041069030762,3.797057965439535
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,3.1277709007263184,1.4277708530426025,2.038529608798001
4.400000095367432,2.759999990463257,3.906350612640381,1.146350622177124,1.3141197489658794
5.5,2.0899999141693115,4.684930324554443,2.594930410385132,6.733663834741549
6.710000038146973,3.190000057220459,5.54136848449707,2.3513684272766113,5.528933480793285
6.929999828338623,1.694000005722046,5.697084426879883,4.003084182739258,16.02468297409723
4.168000221252441,1.5729999542236328,3.7421412467956543,2.1691412925720215,4.70517394714102
9.779000282287598,3.365999937057495,7.713605880737305,4.3476057052612305,18.90167536842
6.182000160217285,2.5959999561309814,5.16765022277832,2.571650266647339,6.613385093947329
7.590000152587891,2.5299999713897705,6.16423225402832,3.63423228263855,13.207644284172204
2.1670000553131104,1.2209999561309814,2.325833797454834,1.1048338413238525,1.2206578169344198
7.041999816894531,2.8269999027252197,5.776357650756836,2.949357748031616,8.698711125874127
10.791000366210938,3.4649999141693115,8.429899215698242,4.964899063110352,24.650222706874047
5.313000202178955,1.649999976158142,4.552572250366211,2.9025721549987793,8.424925114974258
7.997000217437744,2.9040000438690186,6.452306747436523,3.548306703567505,12.590480462582093
5.6539998054504395,2.4200000762939453,4.793931007385254,2.3739309310913086,5.635548065592047
9.270000457763672,2.940000057220459,7.353336334228516,4.413336277008057,19.477537093955334
3.0999999046325684,1.2999999523162842,2.986210823059082,1.6862108707427979,2.8433071006111845
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.8919622898101807,1.1919622421264648,1.4207739866551492
4.400000095367432,2.759999990463257,3.595151901245117,0.8351519107818604,0.6974787140825924
5.5,2.0899999141693115,4.298341274261475,2.208341360092163,4.876771562693705
6.710000038146973,3.190000057220459,5.071849822998047,1.881849765777588,3.5413585409571624
6.929999828338623,1.694000005722046,5.21248722076416,3.5184872150421143,12.379752282414813
4.168000221252441,1.5729999542236328,3.446842908859253,1.8738429546356201,3.5112874186375507
9.779000282287598,3.365999937057495,7.033748626708984,3.6677486896514893,13.452380450440216
6.182000160217285,2.5959999561309814,4.734318733215332,2.1383187770843506,4.572407192431513
7.590000152587891,2.5299999713897705,5.634401321411133,3.1044013500213623,9.637307742014457
2.1670000553131104,1.2209999561309814,2.167677164077759,0.9466772079467773,0.8961977360459059
7.041999816894531,2.8269999027252197,5.284084796905518,2.457084894180298,6.0372661772090055
10.791000366210938,3.4649999141693115,7.680683135986328,4.2156829833984375,17.77198301651515
5.313000202178955,1.649999976158142,4.178799152374268,2.528799057006836,6.394824670718663
7.997000217437744,2.9040000438690186,5.894581317901611,2.9905812740325928,8.943576356594406
5.6539998054504395,2.4200000762939453,4.396787643432617,1.9767875671386719,3.907689085594029
9.270000457763672,2.940000057220459,6.7083635330200195,3.7683634757995605,14.200563285740145
3.0999999046325684,1.2999999523162842,2.7641096115112305,1.4641096591949463,2.1436170941479418
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.692363739013672,0.992363691329956,0.9847856958700163
4.400000095367432,2.759999990463257,3.331738233566284,0.5717382431030273,0.3268846186265364
5.5,2.0899999141693115,3.9711127281188965,1.881112813949585,3.538585418805326
6.710000038146973,3.190000057220459,4.67442512512207,1.4844250679016113,2.2035177822147034
6.929999828338623,1.694000005722046,4.802299499511719,3.108299493789673,9.661525743093136
4.168000221252441,1.5729999542236328,3.1968884468078613,1.6238884925842285,2.637013836347478
9.779000282287598,3.365999937057495,6.458280086517334,3.092280149459839,9.562196522743363
6.182000160217285,2.5959999561309814,4.367525100708008,1.7715251445770264,3.138301337868654
7.590000152587891,2.5299999713897705,5.185924530029297,2.6559245586395264,7.053935261184563
2.1670000553131104,1.2209999561309814,2.0338077545166016,0.8128077983856201,0.6606565171164789
7.041999816894531,2.8269999027252197,4.8673996925354,2.0403997898101807,4.163231302257429
10.791000366210938,3.4649999141693115,7.046504497528076,3.5815045833587646,12.827175080619838
5.313000202178955,1.649999976158142,3.8624191284179688,2.212419033050537,4.894797977804274
7.997000217437744,2.9040000438690186,5.422492980957031,2.5184929370880127,6.342806674162205
5.6539998054504395,2.4200000762939453,4.060625076293945,1.640625,2.691650390625
9.270000457763672,2.940000057220459,6.162424087524414,3.222424030303955,10.384016631080385
3.0999999046325684,1.2999999523162842,2.576113700866699,1.276113748550415,1.628466299239392
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.5234150886535645,0.8234150409698486,0.6780123296953775
4.400000095367432,2.759999990463257,3.1087727546691895,0.3487727642059326,0.12164244105184707
5.5,2.0899999141693115,3.6941301822662354,1.6041302680969238,2.5732339170247087
6.710000038146973,3.190000057220459,4.3380231857299805,1.1480231285095215,1.3179571035927893
6.929999828338623,1.694000005722046,4.455094814300537,2.761094808578491,7.623644541959095
4.168000221252441,1.5729999542236328,2.9853155612945557,1.4123156070709229,1.9946353739761093
9.779000282287598,3.365999937057495,5.971170902252197,2.605170965194702,6.786915757893496
6.182000160217285,2.5959999561309814,4.057051658630371,1.4610517024993896,2.134672077376365
7.590000152587891,2.5299999713897705,4.806309223175049,2.2763092517852783,5.181583809763254
2.1670000553131104,1.2209999561309814,1.920496940612793,0.6994969844818115,0.48929603129914767
7.041999816894531,2.8269999027252197,4.514694690704346,1.687694787979126,2.848313697371907
10.791000366210938,3.4649999141693115,6.509699821472168,3.0446999073028564,9.270197525530023
5.313000202178955,1.649999976158142,3.5946195125579834,1.9446195363998413,3.7815451413479337
7.997000217437744,2.9040000438690186,5.022891521453857,2.118891477584839,4.489701093781662
5.6539998054504395,2.4200000762939453,3.7760801315307617,1.3560800552368164,1.838953116211087
9.270000457763672,2.940000057220459,5.700310230255127,2.760310173034668,7.619312251358679
3.0999999046325684,1.2999999523162842,2.4169864654541016,1.1169865131378174,1.2476588705317795
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.380410671234131,0.680410623550415,0.4629586166402646
4.400000095367432,2.759999990463257,2.9200446605682373,0.16004467010498047,0.02561429642901203
5.5,2.0899999141693115,3.4596784114837646,1.3696784973144531,1.8760191860055784
6.710000038146973,3.190000057220459,4.053276062011719,0.8632760047912598,0.7452454604483592
6.929999828338623,1.694000005722046,4.161202430725098,2.4672024250030518,6.087087805940939
4.168000221252441,1.5729999542236328,2.8062310218811035,1.2332310676574707,1.520858866235585
9.779000282287598,3.365999937057495,5.558854579925537,2.192854642868042,4.808611484747928
6.182000160217285,2.5959999561309814,3.7942514419555664,1.198251485824585,1.4358066232808255
7.590000152587891,2.5299999713897705,4.484982967376709,1.9549829959869385,3.821958514598066
2.1670000553131104,1.2209999561309814,1.8245877027511597,0.6035877466201782,0.36431816787002447
7.041999816894531,2.8269999027252197,4.216146945953369,1.3891470432281494,1.92972950770951
10.791000366210938,3.4649999141693115,6.055317401885986,2.590317487716675,6.709744687170826
5.313000202178955,1.649999976158142,3.367940664291382,1.7179406881332397,2.9513202079437093
7.997000217437744,2.9040000438690186,4.684647560119629,1.7806475162506104,3.1707055771294677
5.6539998054504395,2.4200000762939453,3.535227060317993,1.1152269840240479,1.2437312258953739
9.270000457763672,2.940000057220459,5.3091511726379395,2.3691511154174805,5.612877007683892
3.0999999046325684,1.2999999523162842,2.2822952270507812,0.9822952747344971,0.9649040067657211
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.259366273880005,0.5593662261962891,0.312890575009078
4.400000095367432,2.759999990463257,2.760296583175659,0.00029659271240234375,8.796723705017939e-08
5.5,2.0899999141693115,3.2612268924713135,1.171226978302002,1.3717726347024382
6.710000038146973,3.190000057220459,3.8122503757476807,0.6222503185272217,0.38719545890722884
6.929999828338623,1.694000005722046,3.9124362468719482,2.2184362411499023,4.921459356047308
4.168000221252441,1.5729999542236328,2.6546459197998047,1.0816459655761719,1.1699579948472092
9.779000282287598,3.365999937057495,5.209845542907715,1.8438456058502197,3.399766618213164
6.182000160217285,2.5959999561309814,3.5718038082122803,0.9758038520812988,0.9521931577367013
7.590000152587891,2.5299999713897705,4.212994575500488,1.6829946041107178,2.8324708374657916
2.1670000553131104,1.2209999561309814,1.743407964706421,0.5224080085754395,0.2729101274237564
7.041999816894531,2.8269999027252197,3.963440179824829,1.1364402770996094,1.291496503414237
10.791000366210938,3.4649999141693115,5.670701503753662,2.2057015895843506,4.865119502294931
5.313000202178955,1.649999976158142,3.1760687828063965,1.5260688066482544,2.3288860026248273
7.997000217437744,2.9040000438690186,4.398338794708252,1.4943387508392334,2.2330483022597605
5.6539998054504395,2.4200000762939453,3.331357002258301,0.9113569259643555,0.8305714465031997
9.270000457763672,2.940000057220459,4.978051662445068,2.0380516052246094,4.153654345558607
3.0999999046325684,1.2999999523162842,2.168287992477417,0.8682880401611328,0.753924120686861
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.1569101810455322,0.4569101333618164,0.20876686996871285
4.400000095367432,2.759999990463257,2.6250791549682617,-0.13492083549499512,0.018203631850667534
5.5,2.0899999141693115,3.093247890472412,1.0032479763031006,1.0065065019562667
6.710000038146973,3.190000057220459,3.608233690261841,0.41823363304138184,0.17491937180699324
6.929999828338623,1.694000005722046,3.7018673419952393,2.0078673362731934,4.031531240072809
4.168000221252441,1.5729999542236328,2.5263381004333496,0.9533381462097168,0.9088536210185794
9.779000282287598,3.365999937057495,4.914425373077393,1.5484254360198975,2.3976213309134096
6.182000160217285,2.5959999561309814,3.3835127353668213,0.7875127792358398,0.6201763774597566
7.590000152587891,2.5299999713897705,3.9827687740325928,1.4527688026428223,2.1105371939322595
2.1670000553131104,1.2209999561309814,1.6746962070465088,0.45369625091552734,0.20584028809480515
7.041999816894531,2.8269999027252197,3.749535322189331,0.9225354194641113,0.8510716001658238
10.791000366210938,3.4649999141693115,5.34514045715332,1.8801405429840088,3.5349284613722034
5.313000202178955,1.649999976158142,3.0136592388153076,1.3636592626571655,1.8595665846306844
7.997000217437744,2.9040000438690186,4.155991554260254,1.2519915103912354,1.5674827420917268
5.6539998054504395,2.4200000762939453,3.1587915420532227,0.7387914657592773,0.5458128298787415
9.270000457763672,2.940000057220459,4.697790622711182,1.7577905654907227,3.0898276721281945
3.0999999046325684,1.2999999523162842,2.0717885494232178,0.7717885971069336,0.5956576386242887
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,2.070188283920288,0.37018823623657227,0.13703933024794424
4.400000095367432,2.759999990463257,2.5106253623962402,-0.2493746280670166,0.062187705123562864
5.5,2.0899999141693115,2.9510626792907715,0.86106276512146,0.7414290854786145
6.710000038146973,3.190000057220459,3.4355435371398926,0.2455434799194336,0.06029160053094529
6.929999828338623,1.694000005722046,3.5236308574676514,1.8296308517456055,3.3475490536593497
4.168000221252441,1.5729999542236328,2.4177331924438477,0.8447332382202148,0.7135742437540102
9.779000282287598,3.365999937057495,4.664363384246826,1.298363447189331,1.6857476409973629
6.182000160217285,2.5959999561309814,3.2241337299346924,0.6281337738037109,0.3945520377928915
7.590000152587891,2.5299999713897705,3.787893295288086,1.2578933238983154,1.5822956143079523
2.1670000553131104,1.2209999561309814,1.6165380477905273,0.3955380916595459,0.15645038195367533
7.041999816894531,2.8269999027252197,3.5684754848480225,0.7414755821228027,0.5497860388843492
10.791000366210938,3.4649999141693115,5.069565773010254,1.6045658588409424,2.574631595357971
5.313000202178955,1.649999976158142,2.876188278198242,1.2261883020401,1.5035377520599837
7.997000217437744,2.9040000438690186,3.950855016708374,1.0468549728393555,1.0959053341584877
5.6539998054504395,2.4200000762939453,3.012723684310913,0.5927236080169678,0.35132127550065206
9.270000457763672,2.940000057220459,4.4605607986450195,1.5205607414245605,2.3121049683616093
3.0999999046325684,1.2999999523162842,1.9901087284088135,0.6901087760925293,0.47625012283992874
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.9967845678329468,0.29678452014923096,0.08808105140020928
4.400000095367432,2.759999990463257,2.413747549057007,-0.34625244140625,0.11989075317978859
5.5,2.0899999141693115,2.8307104110717773,0.7407104969024658,0.5486520402214978
6.710000038146973,3.190000057220459,3.289369583129883,0.09936952590942383,0.009874302679463653
6.929999828338623,1.694000005722046,3.3727622032165527,1.6787621974945068,2.8182425157365856
4.168000221252441,1.5729999542236328,2.3258063793182373,0.7528064250946045,0.5667175136637184
9.779000282287598,3.365999937057495,4.452696323394775,1.0866963863372803,1.1809090360785035
6.182000160217285,2.5959999561309814,3.0892276763916016,0.4932277202606201,0.24327358403348853
7.590000152587891,2.5299999713897705,3.6229400634765625,1.092940092086792,1.1945180448906854
2.1670000553131104,1.2209999561309814,1.5673129558563232,0.3463129997253418,0.11993269377876459
7.041999816894531,2.8269999027252197,3.4152164459228516,0.5882165431976318,0.3459987016913715
10.791000366210938,3.4649999141693115,4.836301803588867,1.3713018894195557,1.8804688719256433
5.313000202178955,1.649999976158142,2.75982666015625,1.109826683998108,1.231715268514236
7.997000217437744,2.9040000438690186,3.7772164344787598,0.8732163906097412,0.7625068648295041
5.6539998054504395,2.4200000762939453,2.889085292816162,0.4690852165222168,0.22004094035969501
9.270000457763672,2.940000057220459,4.259756088256836,1.319756031036377,1.7417559814568904
3.0999999046325684,1.2999999523162842,1.9209731817245483,0.6209732294082642,0.38560775164172867
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.9346541166305542,0.23465406894683838,0.05506253207330758
4.400000095367432,2.759999990463257,2.3317465782165527,-0.4282534122467041,0.1834009851009455
5.5,2.0899999141693115,2.7288386821746826,0.6388387680053711,0.40811497150662035
6.710000038146973,3.190000057220459,3.165640354156494,-0.024359703063964844,0.0005933951333645382
6.929999828338623,1.694000005722046,3.245058536529541,1.5510585308074951,2.4057825659907053
4.168000221252441,1.5729999542236328,2.2479960918426514,0.6749961376190186,0.45561978580059304
9.779000282287598,3.365999937057495,4.273528099060059,0.9075281620025635,0.8236073648277511
6.182000160217285,2.5959999561309814,2.9750359058380127,0.37903594970703125,0.14366825117031112
7.590000152587891,2.5299999713897705,3.483314037322998,0.9533140659332275,0.9088077083061421
2.1670000553131104,1.2209999561309814,1.525649070739746,0.30464911460876465,0.09281108303190422
7.041999816894531,2.8269999027252197,3.285489797592163,0.45848989486694336,0.21021298369510077
10.791000366210938,3.4649999141693115,4.638853073120117,1.1738531589508057,1.3779312387787854
5.313000202178955,1.649999976158142,2.6613330841064453,1.0113331079483032,1.0227946552323743
7.997000217437744,2.9040000438690186,3.6302382946014404,0.7262382507324219,0.5274219968268881
5.6539998054504395,2.4200000762939453,2.7844314575195312,0.36443138122558594,0.13281023162198835
9.270000457763672,2.940000057220459,4.08978271484375,1.149782657623291,1.322000159771278
3.0999999046325684,1.2999999523162842,1.8624554872512817,0.5624555349349976,0.31635622877901426
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.882065773010254,0.18206572532653809,0.03314792833867841
4.400000095367432,2.759999990463257,2.2623379230499268,-0.4976620674133301,0.2476675333421099
5.5,2.0899999141693115,2.6426100730895996,0.5526101589202881,0.30537798774190605
6.710000038146973,3.190000057220459,3.0609092712402344,-0.1290907859802246,0.016664431024992155
6.929999828338623,1.694000005722046,3.1369636058807373,1.4429636001586914,2.082143951382932
4.168000221252441,1.5729999542236328,2.1821353435516357,0.6091353893280029,0.3710459225317777
9.779000282287598,3.365999937057495,4.12186861038208,0.755868673324585,0.5713374513134681
6.182000160217285,2.5959999561309814,2.8783788681030273,0.2823789119720459,0.07973784992651645
7.590000152587891,2.5299999713897705,3.3651270866394043,0.8351271152496338,0.6974372986251751
2.1670000553131104,1.2209999561309814,1.49038565158844,0.2693856954574585,0.07256865291709858
7.041999816894531,2.8269999027252197,3.175682306289673,0.3486824035644531,0.12157941855548415
10.791000366210938,3.4649999141693115,4.471719264984131,1.0067193508148193,1.0134838513050113
5.313000202178955,1.649999976158142,2.5779638290405273,0.9279638528823853,0.8611169122563211
7.997000217437744,2.9040000438690186,3.5058276653289795,0.6018276214599609,0.36219648595215403
5.6539998054504395,2.4200000762939453,2.695848226547241,0.2758481502532959,0.07609220199816491
9.270000457763672,2.940000057220459,3.945906400680542,1.005906343460083,1.0118475718132345
3.0999999046325684,1.2999999523162842,1.8129255771636963,0.5129256248474121,0.26309269662510815
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.8375548124313354,0.13755476474761963,0.01892131330477298
4.400000095367432,2.759999990463257,2.2035887241363525,-0.5564112663269043,0.3095934972955092
5.5,2.0899999141693115,2.56962251663208,0.47962260246276855,0.23003784079315892
6.710000038146973,3.190000057220459,2.972259998321533,-0.21774005889892578,0.04741073324930767
6.929999828338623,1.694000005722046,3.045466661453247,1.3514666557312012,1.826462121553277
4.168000221252441,1.5729999542236328,2.1263890266418457,0.5533890724182129,0.30623946547189007
9.779000282287598,3.365999937057495,3.9934945106506348,0.6274945735931396,0.39374943988883615
6.182000160217285,2.5959999561309814,2.7965636253356934,0.20056366920471191,0.040225785404857106
7.590000152587891,2.5299999713897705,3.265087127685547,0.7350871562957764,0.5403531273510112
2.1670000553131104,1.2209999561309814,1.4605398178100586,0.23953986167907715,0.05737934533323141
7.041999816894531,2.8269999027252197,3.082735538482666,0.2557356357574463,0.06540071539626524
10.791000366210938,3.4649999141693115,4.3302459716796875,0.865246057510376,0.7486507400372489
5.313000202178955,1.649999976158142,2.507396936416626,0.8573969602584839,0.7351295474604882
7.997000217437744,2.9040000438690186,3.400519609451294,0.4965195655822754,0.24653167900601147
5.6539998054504395,2.4200000762939453,2.6208672523498535,0.2008671760559082,0.04034762241667522
9.270000457763672,2.940000057220459,3.8241207599639893,0.8841207027435303,0.7816694170197138
3.0999999046325684,1.2999999523162842,1.7710031270980835,0.4710031747817993,0.2218439906545342
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.7998805046081543,0.09988045692443848,0.00997610567543461
4.400000095367432,2.759999990463257,2.1538619995117188,-0.6061379909515381,0.36740326407476687
5.5,2.0899999141693115,2.507843255996704,0.4178433418273926,0.17459305830948324
6.710000038146973,3.190000057220459,2.8972225189208984,-0.29277753829956055,0.08571868693275064
6.929999828338623,1.694000005722046,2.9680187702178955,1.2740187644958496,1.623123812287531
4.168000221252441,1.5729999542236328,2.0792040824890137,0.5062041282653809,0.25624261947291416
9.779000282287598,3.365999937057495,3.8848302364349365,0.5188302993774414,0.2691848795520855
6.182000160217285,2.5959999561309814,2.727311611175537,0.13131165504455566,0.01724275075054038
7.590000152587891,2.5299999713897705,3.1804075241088867,0.6504075527191162,0.42302998463406993
2.1670000553131104,1.2209999561309814,1.4352798461914062,0.2142798900604248,0.04591587128430774
7.041999816894531,2.8269999027252197,3.0040605068206787,0.17706060409545898,0.03135045752264887
10.791000366210938,3.4649999141693115,4.210493087768555,0.7454931735992432,0.5557600718830713
5.313000202178955,1.649999976158142,2.4476664066314697,0.7976664304733276,0.63627173430406
7.997000217437744,2.9040000438690186,3.311380624771118,0.4073805809020996,0.16595893769613212
5.6539998054504395,2.4200000762939453,2.5574004650115967,0.13740038871765137,0.018878866819761697
9.270000457763672,2.940000057220459,3.7210335731506348,0.7810335159301758,0.6100133530062521
3.0999999046325684,1.2999999523162842,1.735520362854004,0.4355204105377197,0.18967802799494393
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.767993450164795,0.0679934024810791,0.004623102780954014
4.400000095367432,2.759999990463257,2.111772060394287,-0.6482279300689697,0.4201994493215011
5.5,2.0899999141693115,2.4555506706237793,0.3655507564544678,0.1336273555444336
6.710000038146973,3.190000057220459,2.833707332611084,-0.356292724609375,0.12694450560957193
6.929999828338623,1.694000005722046,2.902462959289551,1.2084629535675049,1.4603827101450975
4.168000221252441,1.5729999542236328,2.0392661094665527,0.4662661552429199,0.2174041275250147
9.779000282287598,3.365999937057495,3.792849540710449,0.4268496036529541,0.182200584138684
6.182000160217285,2.5959999561309814,2.6686935424804688,0.0726935863494873,0.005284357496350367
7.590000152587891,2.5299999713897705,3.108729839324951,0.5787298679351807,0.33492826004027165
2.1670000553131104,1.2209999561309814,1.4139015674591064,0.192901611328125,0.037211031652987
7.041999816894531,2.8269999027252197,2.9374656677246094,0.11046576499938965,0.012202685236900379
10.791000366210938,3.4649999141693115,4.10912561416626,0.6441256999969482,0.41489791739655857
5.313000202178955,1.649999976158142,2.397108316421509,0.7471083402633667,0.5581708720910825
7.997000217437744,2.9040000438690186,3.2359280586242676,0.331928014755249,0.11017620697936081
5.6539998054504395,2.4200000762939453,2.5036797523498535,0.0836796760559082,0.007002288184821737
9.270000457763672,2.940000057220459,3.6337738037109375,0.6937737464904785,0.48132201131943475
3.0999999046325684,1.2999999523162842,1.7054882049560547,0.4054882526397705,0.16442072302885435
Input, Output, y_pred, diff, diff.power
3.299999952316284,1.7000000476837158,1.7410049438476562,0.04100489616394043,0.0016814015094155366
4.400000095367432,2.759999990463257,2.0761468410491943,-0.6838531494140625,0.4676551299635321
5.5,2.0899999141693115,2.4112884998321533,0.3212885856628418,0.10322635527722923
6.710000038146973,3.190000057220459,2.779944658279419,-0.41005539894104004,0.1681454302006955
6.929999828338623,1.694000005722046,2.846972942352295,1.152972936630249,1.3293465926017802
4.168000221252441,1.5729999542236328,2.005462408065796,0.4324624538421631,0.18702377398318504
9.779000282287598,3.365999937057495,3.7149903774261475,0.34899044036865234,0.12179432746870589
6.182000160217285,2.5959999561309814,2.6190764904022217,0.023076534271240234,0.0005325264339717251
7.590000152587891,2.5299999713897705,3.048058032989502,0.5180580615997314,0.26838415518847114
2.1670000553131104,1.2209999561309814,1.3958088159561157,0.17480885982513428,0.030558137473363445
7.041999816894531,2.8269999027252197,2.881096363067627,0.05409646034240723,0.002926427021577638
10.791000366210938,3.4649999141693115,4.02332067489624,0.5583207607269287,0.3117220718586964
5.313000202178955,1.649999976158142,2.3543145656585693,0.7043145895004272,0.49605904098315534
7.997000217437744,2.9040000438690186,3.17206072807312,0.26806068420410156,0.07185653041597106
5.6539998054504395,2.4200000762939453,2.4582083225250244,0.0382082462310791,0.0014598700800547704
