Input, Output, y_pred, diff
6.182000160217285,2.5959999561309814,4.734318733215332,2.1383187770843506
7.590000152587891,2.5299999713897705,5.634401321411133,3.1044013500213623
2.1670000553131104,1.2209999561309814,2.167677164077759,0.9466772079467773
7.041999816894531,2.8269999027252197,5.284084796905518,2.457084894180298
10.791000366210938,3.4649999141693115,7.680683135986328,4.2156829833984375
5.313000202178955,1.649999976158142,4.178799152374268,2.528799057006836
7.997000217437744,2.9040000438690186,5.894581317901611,2.9905812740325928
5.6539998054504395,2.4200000762939453,4.396787643432617,1.9767875671386719
9.270000457763672,2.940000057220459,6.7083635330200195,3.7683634757995605
3.0999999046325684,1.2999999523162842,2.7641096115112305,1.4641096591949463
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.692363739013672,0.992363691329956
4.400000095367432,2.759999990463257,3.331738233566284,0.5717382431030273
5.5,2.0899999141693115,3.9711127281188965,1.881112813949585
6.710000038146973,3.190000057220459,4.67442512512207,1.4844250679016113
6.929999828338623,1.694000005722046,4.802299499511719,3.108299493789673
4.168000221252441,1.5729999542236328,3.1968884468078613,1.6238884925842285
9.779000282287598,3.365999937057495,6.458280086517334,3.092280149459839
6.182000160217285,2.5959999561309814,4.367525100708008,1.7715251445770264
7.590000152587891,2.5299999713897705,5.185924530029297,2.6559245586395264
2.1670000553131104,1.2209999561309814,2.0338077545166016,0.8128077983856201
7.041999816894531,2.8269999027252197,4.8673996925354,2.0403997898101807
10.791000366210938,3.4649999141693115,7.046504497528076,3.5815045833587646
5.313000202178955,1.649999976158142,3.8624191284179688,2.212419033050537
7.997000217437744,2.9040000438690186,5.422492980957031,2.5184929370880127
5.6539998054504395,2.4200000762939453,4.060625076293945,1.640625
9.270000457763672,2.940000057220459,6.162424087524414,3.222424030303955
3.0999999046325684,1.2999999523162842,2.576113700866699,1.276113748550415
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.5234150886535645,0.8234150409698486
4.400000095367432,2.759999990463257,3.1087727546691895,0.3487727642059326
5.5,2.0899999141693115,3.6941301822662354,1.6041302680969238
6.710000038146973,3.190000057220459,4.3380231857299805,1.1480231285095215
6.929999828338623,1.694000005722046,4.455094814300537,2.761094808578491
4.168000221252441,1.5729999542236328,2.9853155612945557,1.4123156070709229
9.779000282287598,3.365999937057495,5.971170902252197,2.605170965194702
6.182000160217285,2.5959999561309814,4.057051658630371,1.4610517024993896
7.590000152587891,2.5299999713897705,4.806309223175049,2.2763092517852783
2.1670000553131104,1.2209999561309814,1.920496940612793,0.6994969844818115
7.041999816894531,2.8269999027252197,4.514694690704346,1.687694787979126
10.791000366210938,3.4649999141693115,6.509699821472168,3.0446999073028564
5.313000202178955,1.649999976158142,3.5946195125579834,1.9446195363998413
7.997000217437744,2.9040000438690186,5.022891521453857,2.118891477584839
5.6539998054504395,2.4200000762939453,3.7760801315307617,1.3560800552368164
9.270000457763672,2.940000057220459,5.700310230255127,2.760310173034668
3.0999999046325684,1.2999999523162842,2.4169864654541016,1.1169865131378174
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.380410671234131,0.680410623550415
4.400000095367432,2.759999990463257,2.9200446605682373,0.16004467010498047
5.5,2.0899999141693115,3.4596784114837646,1.3696784973144531
6.710000038146973,3.190000057220459,4.053276062011719,0.8632760047912598
6.929999828338623,1.694000005722046,4.161202430725098,2.4672024250030518
4.168000221252441,1.5729999542236328,2.8062310218811035,1.2332310676574707
9.779000282287598,3.365999937057495,5.558854579925537,2.192854642868042
6.182000160217285,2.5959999561309814,3.7942514419555664,1.198251485824585
7.590000152587891,2.5299999713897705,4.484982967376709,1.9549829959869385
2.1670000553131104,1.2209999561309814,1.8245877027511597,0.6035877466201782
7.041999816894531,2.8269999027252197,4.216146945953369,1.3891470432281494
10.791000366210938,3.4649999141693115,6.055317401885986,2.590317487716675
5.313000202178955,1.649999976158142,3.367940664291382,1.7179406881332397
7.997000217437744,2.9040000438690186,4.684647560119629,1.7806475162506104
5.6539998054504395,2.4200000762939453,3.535227060317993,1.1152269840240479
9.270000457763672,2.940000057220459,5.3091511726379395,2.3691511154174805
3.0999999046325684,1.2999999523162842,2.2822952270507812,0.9822952747344971
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.259366273880005,0.5593662261962891
4.400000095367432,2.759999990463257,2.760296583175659,0.00029659271240234375
5.5,2.0899999141693115,3.2612268924713135,1.171226978302002
6.710000038146973,3.190000057220459,3.8122503757476807,0.6222503185272217
6.929999828338623,1.694000005722046,3.9124362468719482,2.2184362411499023
4.168000221252441,1.5729999542236328,2.6546459197998047,1.0816459655761719
9.779000282287598,3.365999937057495,5.209845542907715,1.8438456058502197
6.182000160217285,2.5959999561309814,3.5718038082122803,0.9758038520812988
7.590000152587891,2.5299999713897705,4.212994575500488,1.6829946041107178
2.1670000553131104,1.2209999561309814,1.743407964706421,0.5224080085754395
7.041999816894531,2.8269999027252197,3.963440179824829,1.1364402770996094
10.791000366210938,3.4649999141693115,5.670701503753662,2.2057015895843506
5.313000202178955,1.649999976158142,3.1760687828063965,1.5260688066482544
7.997000217437744,2.9040000438690186,4.398338794708252,1.4943387508392334
5.6539998054504395,2.4200000762939453,3.331357002258301,0.9113569259643555
9.270000457763672,2.940000057220459,4.978051662445068,2.0380516052246094
3.0999999046325684,1.2999999523162842,2.168287992477417,0.8682880401611328
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.1569101810455322,0.4569101333618164
4.400000095367432,2.759999990463257,2.6250791549682617,-0.13492083549499512
5.5,2.0899999141693115,3.093247890472412,1.0032479763031006
6.710000038146973,3.190000057220459,3.608233690261841,0.41823363304138184
6.929999828338623,1.694000005722046,3.7018673419952393,2.0078673362731934
4.168000221252441,1.5729999542236328,2.5263381004333496,0.9533381462097168
9.779000282287598,3.365999937057495,4.914425373077393,1.5484254360198975
6.182000160217285,2.5959999561309814,3.3835127353668213,0.7875127792358398
7.590000152587891,2.5299999713897705,3.9827687740325928,1.4527688026428223
2.1670000553131104,1.2209999561309814,1.6746962070465088,0.45369625091552734
7.041999816894531,2.8269999027252197,3.749535322189331,0.9225354194641113
10.791000366210938,3.4649999141693115,5.34514045715332,1.8801405429840088
5.313000202178955,1.649999976158142,3.0136592388153076,1.3636592626571655
7.997000217437744,2.9040000438690186,4.155991554260254,1.2519915103912354
5.6539998054504395,2.4200000762939453,3.1587915420532227,0.7387914657592773
9.270000457763672,2.940000057220459,4.697790622711182,1.7577905654907227
3.0999999046325684,1.2999999523162842,2.0717885494232178,0.7717885971069336
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,2.070188283920288,0.37018823623657227
4.400000095367432,2.759999990463257,2.5106253623962402,-0.2493746280670166
5.5,2.0899999141693115,2.9510626792907715,0.86106276512146
6.710000038146973,3.190000057220459,3.4355435371398926,0.2455434799194336
6.929999828338623,1.694000005722046,3.5236308574676514,1.8296308517456055
4.168000221252441,1.5729999542236328,2.4177331924438477,0.8447332382202148
9.779000282287598,3.365999937057495,4.664363384246826,1.298363447189331
6.182000160217285,2.5959999561309814,3.2241337299346924,0.6281337738037109
7.590000152587891,2.5299999713897705,3.787893295288086,1.2578933238983154
2.1670000553131104,1.2209999561309814,1.6165380477905273,0.3955380916595459
7.041999816894531,2.8269999027252197,3.5684754848480225,0.7414755821228027
10.791000366210938,3.4649999141693115,5.069565773010254,1.6045658588409424
5.313000202178955,1.649999976158142,2.876188278198242,1.2261883020401
7.997000217437744,2.9040000438690186,3.950855016708374,1.0468549728393555
5.6539998054504395,2.4200000762939453,3.012723684310913,0.5927236080169678
9.270000457763672,2.940000057220459,4.4605607986450195,1.5205607414245605
3.0999999046325684,1.2999999523162842,1.9901087284088135,0.6901087760925293
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.9967845678329468,0.29678452014923096
4.400000095367432,2.759999990463257,2.413747549057007,-0.34625244140625
5.5,2.0899999141693115,2.8307104110717773,0.7407104969024658
6.710000038146973,3.190000057220459,3.289369583129883,0.09936952590942383
6.929999828338623,1.694000005722046,3.3727622032165527,1.6787621974945068
4.168000221252441,1.5729999542236328,2.3258063793182373,0.7528064250946045
9.779000282287598,3.365999937057495,4.452696323394775,1.0866963863372803
6.182000160217285,2.5959999561309814,3.0892276763916016,0.4932277202606201
7.590000152587891,2.5299999713897705,3.6229400634765625,1.092940092086792
2.1670000553131104,1.2209999561309814,1.5673129558563232,0.3463129997253418
7.041999816894531,2.8269999027252197,3.4152164459228516,0.5882165431976318
10.791000366210938,3.4649999141693115,4.836301803588867,1.3713018894195557
5.313000202178955,1.649999976158142,2.75982666015625,1.109826683998108
7.997000217437744,2.9040000438690186,3.7772164344787598,0.8732163906097412
5.6539998054504395,2.4200000762939453,2.889085292816162,0.4690852165222168
9.270000457763672,2.940000057220459,4.259756088256836,1.319756031036377
3.0999999046325684,1.2999999523162842,1.9209731817245483,0.6209732294082642
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.9346541166305542,0.23465406894683838
4.400000095367432,2.759999990463257,2.3317465782165527,-0.4282534122467041
5.5,2.0899999141693115,2.7288386821746826,0.6388387680053711
6.710000038146973,3.190000057220459,3.165640354156494,-0.024359703063964844
6.929999828338623,1.694000005722046,3.245058536529541,1.5510585308074951
4.168000221252441,1.5729999542236328,2.2479960918426514,0.6749961376190186
9.779000282287598,3.365999937057495,4.273528099060059,0.9075281620025635
6.182000160217285,2.5959999561309814,2.9750359058380127,0.37903594970703125
7.590000152587891,2.5299999713897705,3.483314037322998,0.9533140659332275
2.1670000553131104,1.2209999561309814,1.525649070739746,0.30464911460876465
7.041999816894531,2.8269999027252197,3.285489797592163,0.45848989486694336
10.791000366210938,3.4649999141693115,4.638853073120117,1.1738531589508057
5.313000202178955,1.649999976158142,2.6613330841064453,1.0113331079483032
7.997000217437744,2.9040000438690186,3.6302382946014404,0.7262382507324219
5.6539998054504395,2.4200000762939453,2.7844314575195312,0.36443138122558594
9.270000457763672,2.940000057220459,4.08978271484375,1.149782657623291
3.0999999046325684,1.2999999523162842,1.8624554872512817,0.5624555349349976
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.882065773010254,0.18206572532653809
4.400000095367432,2.759999990463257,2.2623379230499268,-0.4976620674133301
5.5,2.0899999141693115,2.6426100730895996,0.5526101589202881
6.710000038146973,3.190000057220459,3.0609092712402344,-0.1290907859802246
6.929999828338623,1.694000005722046,3.1369636058807373,1.4429636001586914
4.168000221252441,1.5729999542236328,2.1821353435516357,0.6091353893280029
9.779000282287598,3.365999937057495,4.12186861038208,0.755868673324585
6.182000160217285,2.5959999561309814,2.8783788681030273,0.2823789119720459
7.590000152587891,2.5299999713897705,3.3651270866394043,0.8351271152496338
2.1670000553131104,1.2209999561309814,1.49038565158844,0.2693856954574585
7.041999816894531,2.8269999027252197,3.175682306289673,0.3486824035644531
10.791000366210938,3.4649999141693115,4.471719264984131,1.0067193508148193
5.313000202178955,1.649999976158142,2.5779638290405273,0.9279638528823853
7.997000217437744,2.9040000438690186,3.5058276653289795,0.6018276214599609
5.6539998054504395,2.4200000762939453,2.695848226547241,0.2758481502532959
9.270000457763672,2.940000057220459,3.945906400680542,1.005906343460083
3.0999999046325684,1.2999999523162842,1.8129255771636963,0.5129256248474121
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.8375548124313354,0.13755476474761963
4.400000095367432,2.759999990463257,2.2035887241363525,-0.5564112663269043
5.5,2.0899999141693115,2.56962251663208,0.47962260246276855
6.710000038146973,3.190000057220459,2.972259998321533,-0.21774005889892578
6.929999828338623,1.694000005722046,3.045466661453247,1.3514666557312012
4.168000221252441,1.5729999542236328,2.1263890266418457,0.5533890724182129
9.779000282287598,3.365999937057495,3.9934945106506348,0.6274945735931396
6.182000160217285,2.5959999561309814,2.7965636253356934,0.20056366920471191
7.590000152587891,2.5299999713897705,3.265087127685547,0.7350871562957764
2.1670000553131104,1.2209999561309814,1.4605398178100586,0.23953986167907715
7.041999816894531,2.8269999027252197,3.082735538482666,0.2557356357574463
10.791000366210938,3.4649999141693115,4.3302459716796875,0.865246057510376
5.313000202178955,1.649999976158142,2.507396936416626,0.8573969602584839
7.997000217437744,2.9040000438690186,3.400519609451294,0.4965195655822754
5.6539998054504395,2.4200000762939453,2.6208672523498535,0.2008671760559082
9.270000457763672,2.940000057220459,3.8241207599639893,0.8841207027435303
3.0999999046325684,1.2999999523162842,1.7710031270980835,0.4710031747817993
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.7998805046081543,0.09988045692443848
4.400000095367432,2.759999990463257,2.1538619995117188,-0.6061379909515381
5.5,2.0899999141693115,2.507843255996704,0.4178433418273926
6.710000038146973,3.190000057220459,2.8972225189208984,-0.29277753829956055
6.929999828338623,1.694000005722046,2.9680187702178955,1.2740187644958496
4.168000221252441,1.5729999542236328,2.0792040824890137,0.5062041282653809
9.779000282287598,3.365999937057495,3.8848302364349365,0.5188302993774414
6.182000160217285,2.5959999561309814,2.727311611175537,0.13131165504455566
7.590000152587891,2.5299999713897705,3.1804075241088867,0.6504075527191162
2.1670000553131104,1.2209999561309814,1.4352798461914062,0.2142798900604248
7.041999816894531,2.8269999027252197,3.0040605068206787,0.17706060409545898
10.791000366210938,3.4649999141693115,4.210493087768555,0.7454931735992432
5.313000202178955,1.649999976158142,2.4476664066314697,0.7976664304733276
7.997000217437744,2.9040000438690186,3.311380624771118,0.4073805809020996
5.6539998054504395,2.4200000762939453,2.5574004650115967,0.13740038871765137
9.270000457763672,2.940000057220459,3.7210335731506348,0.7810335159301758
3.0999999046325684,1.2999999523162842,1.735520362854004,0.4355204105377197
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.767993450164795,0.0679934024810791
4.400000095367432,2.759999990463257,2.111772060394287,-0.6482279300689697
5.5,2.0899999141693115,2.4555506706237793,0.3655507564544678
6.710000038146973,3.190000057220459,2.833707332611084,-0.356292724609375
6.929999828338623,1.694000005722046,2.902462959289551,1.2084629535675049
4.168000221252441,1.5729999542236328,2.0392661094665527,0.4662661552429199
9.779000282287598,3.365999937057495,3.792849540710449,0.4268496036529541
6.182000160217285,2.5959999561309814,2.6686935424804688,0.0726935863494873
7.590000152587891,2.5299999713897705,3.108729839324951,0.5787298679351807
2.1670000553131104,1.2209999561309814,1.4139015674591064,0.192901611328125
7.041999816894531,2.8269999027252197,2.9374656677246094,0.11046576499938965
10.791000366210938,3.4649999141693115,4.10912561416626,0.6441256999969482
5.313000202178955,1.649999976158142,2.397108316421509,0.7471083402633667
7.997000217437744,2.9040000438690186,3.2359280586242676,0.331928014755249
5.6539998054504395,2.4200000762939453,2.5036797523498535,0.0836796760559082
9.270000457763672,2.940000057220459,3.6337738037109375,0.6937737464904785
3.0999999046325684,1.2999999523162842,1.7054882049560547,0.4054882526397705
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.7410049438476562,0.04100489616394043
4.400000095367432,2.759999990463257,2.0761468410491943,-0.6838531494140625
5.5,2.0899999141693115,2.4112884998321533,0.3212885856628418
6.710000038146973,3.190000057220459,2.779944658279419,-0.41005539894104004
6.929999828338623,1.694000005722046,2.846972942352295,1.152972936630249
4.168000221252441,1.5729999542236328,2.005462408065796,0.4324624538421631
9.779000282287598,3.365999937057495,3.7149903774261475,0.34899044036865234
6.182000160217285,2.5959999561309814,2.6190764904022217,0.023076534271240234
7.590000152587891,2.5299999713897705,3.048058032989502,0.5180580615997314
2.1670000553131104,1.2209999561309814,1.3958088159561157,0.17480885982513428
7.041999816894531,2.8269999027252197,2.881096363067627,0.05409646034240723
10.791000366210938,3.4649999141693115,4.02332067489624,0.5583207607269287
5.313000202178955,1.649999976158142,2.3543145656585693,0.7043145895004272
7.997000217437744,2.9040000438690186,3.17206072807312,0.26806068420410156
5.6539998054504395,2.4200000762939453,2.4582083225250244,0.0382082462310791
9.270000457763672,2.940000057220459,3.5599112510681152,0.6199111938476562
3.0999999046325684,1.2999999523162842,1.680069923400879,0.3800699710845947
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.7181626558303833,0.01816260814666748
4.400000095367432,2.759999990463257,2.0459930896759033,-0.7140069007873535
5.5,2.0899999141693115,2.373823642730713,0.28382372856140137
6.710000038146973,3.190000057220459,2.7344372272491455,-0.4555628299713135
6.929999828338623,1.694000005722046,2.8000032901763916,1.1060032844543457
4.168000221252441,1.5729999542236328,1.9768507480621338,0.403850793838501
9.779000282287598,3.365999937057495,3.6490845680236816,0.2830846309661865
6.182000160217285,2.5959999561309814,2.5770785808563232,-0.018921375274658203
7.590000152587891,2.5299999713897705,2.996701717376709,0.4667017459869385
2.1670000553131104,1.2209999561309814,1.3804972171783447,0.15949726104736328
7.041999816894531,2.8269999027252197,2.8333826065063477,0.00638270378112793
10.791000366210938,3.4649999141693115,3.950688600540161,0.4856886863708496
5.313000202178955,1.649999976158142,2.3180925846099854,0.6680926084518433
7.997000217437744,2.9040000438690186,3.1179990768432617,0.21399903297424316
5.6539998054504395,2.4200000762939453,2.419719934463501,-0.00028014183044433594
9.270000457763672,2.940000057220459,3.4973886013031006,0.5573885440826416
3.0999999046325684,1.2999999523162842,1.6585570573806763,0.3585571050643921
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.6988301277160645,-0.0011699199676513672
4.400000095367432,2.759999990463257,2.0204713344573975,-0.7395286560058594
5.5,2.0899999141693115,2.3421125411987305,0.25211262702941895
6.710000038146973,3.190000057220459,2.695917844772339,-0.4940822124481201
6.929999828338623,1.694000005722046,2.7602458000183105,1.0662457942962646
4.168000221252441,1.5729999542236328,1.952634334564209,0.37963438034057617
9.779000282287598,3.365999937057495,3.593296766281128,0.2272968292236328
6.182000160217285,2.5959999561309814,2.541530132293701,-0.05446982383728027
7.590000152587891,2.5299999713897705,2.953230619430542,0.4232306480407715
2.1670000553131104,1.2209999561309814,1.367539644241333,0.14653968811035156
7.041999816894531,2.8269999027252197,2.792994737625122,-0.034005165100097656
10.791000366210938,3.4649999141693115,3.889206647872925,0.4242067337036133
5.313000202178955,1.649999976158142,2.287433624267578,0.637433648109436
7.997000217437744,2.9040000438690186,3.072237968444824,0.16823792457580566
5.6539998054504395,2.4200000762939453,2.3871421813964844,-0.03285789489746094
9.270000457763672,2.940000057220459,3.444464683532715,0.5044646263122559
3.0999999046325684,1.2999999523162842,1.6403498649597168,0.3403499126434326
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.6824684143066406,-0.017531633377075195
4.400000095367432,2.759999990463257,1.9988698959350586,-0.7611300945281982
5.5,2.0899999141693115,2.3152713775634766,0.22527146339416504
6.710000038146973,3.190000057220459,2.663313150405884,-0.5266869068145752
6.929999828338623,1.694000005722046,2.726593494415283,1.0325934886932373
4.168000221252441,1.5729999542236328,1.9321379661560059,0.35913801193237305
9.779000282287598,3.365999937057495,3.5460734367370605,0.18007349967956543
6.182000160217285,2.5959999561309814,2.5114402770996094,-0.08455967903137207
7.590000152587891,2.5299999713897705,2.9164342880249023,0.38643431663513184
2.1670000553131104,1.2209999561309814,1.3565747737884521,0.1355748176574707
7.041999816894531,2.8269999027252197,2.7588086128234863,-0.0681912899017334
10.791000366210938,3.4649999141693115,3.837162971496582,0.3721630573272705
5.313000202178955,1.649999976158142,2.2614831924438477,0.6114832162857056
7.997000217437744,2.9040000438690186,3.0335030555725098,0.1295030117034912
5.6539998054504395,2.4200000762939453,2.359567642211914,-0.06043243408203125
9.270000457763672,2.940000057220459,3.3996658325195312,0.45966577529907227
3.0999999046325684,1.2999999523162842,1.6249408721923828,0.32494091987609863
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.6686211824417114,-0.031378865242004395
4.400000095367432,2.759999990463257,1.9805868864059448,-0.779413104057312
5.5,2.0899999141693115,2.2925524711608887,0.20255255699157715
6.710000038146973,3.190000057220459,2.6357147693634033,-0.5542852878570557
6.929999828338623,1.694000005722046,2.6981077194213867,1.0041077136993408
4.168000221252441,1.5729999542236328,1.9147905111312866,0.3417905569076538
9.779000282287598,3.365999937057495,3.506099224090576,0.14009928703308105
6.182000160217285,2.5959999561309814,2.485971450805664,-0.11002850532531738
7.590000152587891,2.5299999713897705,2.885287284851074,0.3552873134613037
2.1670000553131104,1.2209999561309814,1.3472965955734253,0.12629663944244385
7.041999816894531,2.8269999027252197,2.7298717498779297,-0.09712815284729004
10.791000366210938,3.4649999141693115,3.793107509613037,0.3281075954437256
5.313000202178955,1.649999976158142,2.239518404006958,0.5895184278488159
7.997000217437744,2.9040000438690186,3.0007147789001465,0.09671473503112793
5.6539998054504395,2.4200000762939453,2.3362276554107666,-0.08377242088317871
9.270000457763672,2.940000057220459,3.3617441654205322,0.42174410820007324
3.0999999046325684,1.2999999523162842,1.6119000911712646,0.31190013885498047
Input, Output, y_pred, diff
3.299999952316284,1.7000000476837158,1.656902551651001,-0.043097496032714844
4.400000095367432,2.759999990463257,1.9651129245758057,-0.7948870658874512
5.5,2.0899999141693115,2.2733230590820312,0.18332314491271973
6.710000038146973,3.190000057220459,2.612354278564453,-0.5776457786560059
6.929999828338623,1.694000005722046,2.6739964485168457,0.9799964427947998
4.168000221252441,1.5729999542236328,1.9001085758209229,0.32710862159729004
9.779000282287598,3.365999937057495,3.4722609519958496,0.10626101493835449
6.182000160217285,2.5959999561309814,2.464413642883301,-0.13158631324768066
7.590000152587891,2.5299999713897705,2.8589224815368652,0.3289225101470947
2.1670000553131104,1.2209999561309814,1.3394460678100586,0.11844611167907715
7.041999816894531,2.8269999027252197,2.7053778171539307,-0.12162208557128906
